game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=5q83x61d,Xbox One,1h 56m 48.000s,https://www.twitch.tv/videos/1007173611,,co-op,2021-05-01,2,berserksquid,jcfoge,,,http://www.speedrun.com/bozombies/run/m3rgdlgm,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=5q83x61d,Xbox One,2h 6m 27.000s,https://www.twitch.tv/videos/796128400,,co-op,2020-11-13,2,berserksquid,BoggedFrame,,,http://www.speedrun.com/bozombies/run/z53gg5ey,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=21dwn4le; r8rq1rle=5q83x61d,Xbox One,4h 22m 3.000s,https://www.twitch.tv/videos/789554968,,co-op,2020-11-13,3,BOOMER1361,berserksquid,BoggedFrame,,http://www.speedrun.com/bozombies/run/yv9xxj4z,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=21dwn4le; r8rq1rle=21dnjgle,Xbox One,1h 0m 48.000s,https://www.twitch.tv/videos/789584725,,co-op,2020-11-12,3,BOOMER1361,berserksquid,BoggedFrame,,http://www.speedrun.com/bozombies/run/m75o0r0z,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=jqzdwglp; r8rq1rle=mln74n1p,Xbox One,7h 16m 41.000s,https://www.twitch.tv/videos/775312982,,solo,2020-10-23,1,berserksquid,,,,http://www.speedrun.com/bozombies/run/y8rn3w1m,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=jqzdwglp; r8rq1rle=5q83x61d,Xbox One,1h 18m 47.000s,https://www.twitch.tv/videos/777262083,,solo,2020-10-13,1,berserksquid,,,,http://www.speedrun.com/bozombies/run/y6rev4jy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=jqzdwglp; r8rq1rle=4qymvdq7,Xbox One,2h 53m 12.000s,https://www.twitch.tv/videos/775312982,,solo,2020-10-13,1,berserksquid,,,,http://www.speedrun.com/bozombies/run/yj6999oz,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=21dnjgle,Xbox One,41m 53.000s,https://www.twitch.tv/videos/783489717,,co-op,2020-10-12,2,BOOMER1361,berserksquid,,,http://www.speedrun.com/bozombies/run/z09qj28z,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=21dnjgle,Xbox One,43m 34.000s,https://www.twitch.tv/videos/766272724,,co-op,2020-10-12,2,berserksquid,BoggedFrame,,,http://www.speedrun.com/bozombies/run/zq4qjo8m,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=21dnjgle,Xbox One,1h 20m 16.000s,https://www.twitch.tv/videos/775022153,,co-op,2020-10-12,4,BOOMER1361,berserksquid,BoggedFrame,Ezirty,http://www.speedrun.com/bozombies/run/z53gk5gy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=5q83x61d,Xbox One,2h 3m 46.000s,https://www.twitch.tv/videos/783489717,,co-op,2020-10-12,2,BOOMER1361,berserksquid,,,http://www.speedrun.com/bozombies/run/yd0ll80z,verified
