game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=21d36o5q; 2lg396np=5leo55qo; 789ye5nw=rqv6eo5l,Xbox One,20m 16.850s,https://www.twitch.tv/videos/1214821828,,solo,2021-11-24,1,iFlyHi,,,,http://www.speedrun.com/bo3zombies/run/y69klw6y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=810624w1,Xbox One,51m 42.000s,https://www.twitch.tv/videos/954455473,,solo,2021-03-18,1,iFlyHi,,,,http://www.speedrun.com/bo3zombies/run/y8vgrqxz,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=4qyj782q; 2lg396np=5leo55qo; 2lg7k6lp=81p46ng1,Xbox One,3m 9.000s,https://www.twitch.tv/videos/951567051,,solo,2021-03-16,1,iFlyHi,,,,http://www.speedrun.com/bo3zombies/run/yo9q005y,verified
