game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; jlz2ryl2=xqkxxn19,PC,1h 1m 54.540s,https://www.youtube.com/watch?v=Vg4yCVcweRg,,co-op,2020-10-01,2,Trentagon104,MrChappers_105,,,http://www.speedrun.com/bo2zombies/run/yleep0xz,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=4qyj7j2q; 2lg396np=5leo55qo; ylqx7m8r=xqkerpdq,PC,1h 29m 3.090s,https://youtu.be/JysZEnIArOc,,solo,2022-03-07,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/yor5d70y,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=5leo55qo; ylp4gjlg=klrxgxwl,PC,1h 22m 25.070s,https://www.youtube.com/watch?v=mD5Hxpwvvgw&t=4629s,,solo,2022-02-26,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/m7weve4z,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=mlnzezjl; 2lg396np=5leo55qo; ylqx7m8r=xqkerpdq,PC,1h 30m 48.320s,https://youtu.be/TizetvXz6c0,,solo,2022-02-25,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/m7wenwez,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=gq7r2zdl; 2lg396np=5leo55qo; ylp4kjlg=8149zowq,PC,1h 15m 53.260s,https://www.youtube.com/watch?v=HSQmRdnYwU8,,solo,2022-02-09,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/zxlww48z,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=5leo55qo; 38dw04n0=81w2g514,PC,1h 17m 15.450s,https://www.youtube.com/watch?v=vVocMOZysK8,,solo,2022-02-01,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/yorl1x7y,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=5leo55qo; gnx65jnv=21dkoyjl,PC,4h 36m 35.840s,https://www.youtube.com/watch?v=sTIypF2pWpA,,solo,2022-01-26,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/z12g6lgy,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=z198x88q; 2lg396np=5leo55qo; wlewprl6=4qy994l7,PC,1h 34m 45.640s,https://www.youtube.com/watch?v=dbhDTpESXnY,,solo,2022-01-22,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/zn7plovm,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=5leo55qo; gnx65jnv=jqzny4mq,Xbox One,1h 27m 33.000s,https://www.youtube.com/watch?v=C1TGydymtaE&t=1314s,,solo,2022-01-19,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/zgdpx90z,rejected
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=5leo55qo; gnx65jnv=jqzny4mq,PlayStation 4,1h 27m 33.680s,https://youtu.be/M5E8ock39NQ,,solo,2022-01-17,1,Trentagon104,,,,http://www.speedrun.com/bo3zombies/run/mr67vr2m,verified
