game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=4qyj782q; 2lg396np=5leo55qo; 2lg7k6lp=81p46ng1,PC,2m 57.433s,https://youtu.be/8jVinA-sRDU,,solo,2020-11-10,1,bigragegage,,,,http://www.speedrun.com/bo3zombies/run/me63x92z,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=5leo55qo; 2lg7k6lp=81p46ng1,PC,2m 46.117s,https://www.youtube.com/watch?v=brjsPc_C7uE,,solo,2020-11-10,1,bigragegage,,,,http://www.speedrun.com/bo3zombies/run/mk8k2glm,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=21d3635q; 2lg396np=5leo55qo; p85pd5lg=zqov8p1y,PC,2m 37.067s,https://youtu.be/L-DbyH2jVLk,,solo,2020-08-01,1,bigragegage,,,,http://www.speedrun.com/bo3zombies/run/y82gkedy,rejected
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=klryxymq; 2lg396np=5leo55qo; p85pd5lg=zqom2np1,PC,2m 37.670s,https://youtu.be/L-DbyH2jVLk,,solo,2020-08-01,1,bigragegage,,,,http://www.speedrun.com/bo3zombies/run/yjlqw5oz,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=klryxymq; 2lg396np=5leo55qo; p85pd5lg=zqom2np1,PC,2m 42.080s,https://youtu.be/e5nWG1gQu1w,,solo,2020-05-17,1,bigragegage,,,,http://www.speedrun.com/bo3zombies/run/zqw1wvrz,verified
