game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,19m 44.940s,https://youtu.be/3opwI2PKd5s,,co-op,2024-11-17,2,burkey543,Jack13arry,,,http://www.speedrun.com/BO6Zombies/run/y4ld6dqz,verified
