game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=gq792yyl,PlayStation 4,23m 41.567s,https://youtube.com/watch?v=KZ3jjR61Quo&feature=share,,solo,2021-01-18,1,Thuglight,,,,http://www.speedrun.com/iwzombies/run/yd9qjg0z,verified
