game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PC,3m 1.267s,https://www.youtube.com/watch?v=JkyK-Std40s,,solo,2020-07-02,1,TBP-Bram,,,,http://www.speedrun.com/iwzombies/run/meo0ke9z,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; 789kjr0l=5lm8p3yq,PC,4m 48.667s,https://www.youtube.com/watch?v=XiN6iLgkMuk,,solo,2020-07-01,1,TBP-Bram,,,,http://www.speedrun.com/iwzombies/run/zprwvnnm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PC,3m 13.433s,https://www.youtube.com/watch?v=uZXh_JEitfE,,solo,2020-07-01,1,TBP-Bram,,,,http://www.speedrun.com/iwzombies/run/yd5jp3qm,verified
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; 6njo6684=xqk95y91,PC,3m 26.733s,https://www.youtube.com/watch?v=GsinxVzrBNI,,solo,2020-06-30,1,TBP-Bram,,,,http://www.speedrun.com/iwzombies/run/yd5jvgvm,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylq5o7lr=jq6ypon1,PC,3m 11.700s,https://www.youtube.com/watch?v=7mb5fq0xqFo&t=16s,,solo,2020-06-30,1,TBP-Bram,,,,http://www.speedrun.com/iwzombies/run/y908p8ey,verified
