game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Die Maschine,2lgr6kon=rqvo0d7l; wledm3xn=0q5zd5nq; gnxj7pgl=810y752l,PlayStation 5,4m 36.000s,https://youtu.be/mgxJV4WeAfE,,co-op,2021-01-18,2,DvlPup,mus1c.m4n,,,http://www.speedrun.com/bocwz/run/y6674d6y,verified
