game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PC,2m 29.350s,https://youtu.be/r9bWKkyxka4,,solo,2026-01-24,1,cobertoh,,,,http://www.speedrun.com/iwzombies/run/z0kkd6jm,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PC,2m 35.633s,https://youtu.be/L4omxVToQPw,,solo,2026-01-22,1,cobertoh,,,,http://www.speedrun.com/iwzombies/run/y6886l1z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=mlnd9v61,PC,2m 50.400s,https://youtu.be/EHyfaOK8oOg,,solo,2026-01-18,1,cobertoh,,,,http://www.speedrun.com/iwzombies/run/zp5o2evy,verified
