game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,PC,22m 42.120s,https://www.youtube.com/watch?v=7zQw083omcM,,solo,2024-12-01,1,finnwow,,,,http://www.speedrun.com/BO6Zombies/run/zq2kql9z,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=1dk3yw5l,PC,22m 56.680s,https://www.youtube.com/watch?v=3FrrYcQFmmo,,solo,2024-11-22,1,finnwow,,,,http://www.speedrun.com/BO6Zombies/run/y9d4n82m,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=1dk3yw5l,PC,24m 16.260s,https://www.youtube.com/watch?v=jU5kFxYG6dM,,solo,2024-11-19,1,finnwow,,,,http://www.speedrun.com/BO6Zombies/run/z5gq9ddm,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=1dk3yw5l,PC,25m 12.000s,https://www.youtube.com/watch?v=g9H7vSO_Bfo,,solo,2024-11-19,1,finnwow,,,,http://www.speedrun.com/BO6Zombies/run/zgo50k0m,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=1dk3yw5l,PC,26m 42.000s,https://www.youtube.com/watch?v=03yHyspuEI0,,solo,2024-11-19,1,finnwow,,,,http://www.speedrun.com/BO6Zombies/run/zqqlnlrz,verified
