game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,26m 35.930s,https://www.youtube.com/watch?v=J6a9wCVtd9Y&ab_channel=bugofcake,,solo,2023-08-28,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/mkq4r8vm,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,26m 56.610s,https://www.youtube.com/watch?v=6FcZOwPaZjw&ab_channel=bugofcake,,solo,2023-03-10,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/mkvrd81y,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=5leo55qo; wlewprl6=xqkd5nl9,PC,21m 21.110s,https://www.youtube.com/watch?v=cu3TiiIcVm8&t=99s&ab_channel=bugofcake,,solo,2023-03-10,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/yj89n93m,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=0q56pm1p; 38dw04n0=jqz2ogqp,PC,26m 54.483s,https://www.youtube.com/watch?v=oNF9PC33fnU&t=1002s&ab_channel=bugofcake,,co-op,2022-06-14,2,bugofcake,FantasticBull76,,,http://www.speedrun.com/bo3zombies/run/me3lj89z,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=xqkmomkl; 2lg396np=5leo55qo; 6njz75l4=jqzdkmlp,PC,1m 15.767s,https://www.youtube.com/watch?v=bwEyPL7cs9E,,solo,2022-01-25,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/zq09j5ry,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,27m 1.460s,https://www.youtube.com/watch?v=9vI8WhVOALk,,solo,2021-11-21,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/zq0k871y,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,30m 56.610s,https://www.youtube.com/watch?v=Cr_m5ULT26w&t=737s,,solo,2021-08-27,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/z0owdpoz,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,30m 24.960s,https://www.youtube.com/watch?v=yAgHxmwb_cA&t=976s,,solo,2021-07-21,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/y2092p7m,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,27m 35.080s,https://www.youtube.com/watch?v=ZZAJsgQDUCI&t=1674s,,solo,2021-07-10,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/yjgv8jgy,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=5leo55qo; 38dw04n0=jqz2ogqp,PC,27m 53.480s,https://www.youtube.com/watch?v=SFkkrQwffLI&t=491s,,solo,2021-04-29,1,bugofcake,,,,http://www.speedrun.com/bo3zombies/run/m7dgo89m,verified
