game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=12vxvrdq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,1m 30.200s,https://kick.com/ashenfyre/videos/3a5f4162-be60-4720-b6fe-a55e8ed236b7,,co-op,2024-11-03,2,Faynn,Vazer,,,http://www.speedrun.com/BO6Zombies/run/ywxoge2m,verified
