game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=q65gz6vl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 6njprv5n=q5v7gj7l,PlayStation 5,1m 32.000s,https://youtu.be/zP3FZlClYHo?si=bmED37sLRJ3JcuIw,,solo,2025-05-18,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/zngkj43m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,21m 46.300s,https://youtu.be/SWYDwUEjyYg?si=70-Kw-0IkiczUQpV,,solo,2025-05-17,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/y4nw8xqm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,9m 12.000s,https://youtu.be/Oeulk1uB8i4?si=uy4mf6phO-Vb65Nc,,solo,2025-04-30,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/yd4qxvvy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,7m 55.000s,https://youtu.be/DbfujC_4DL0?si=1lAv2s7RsdwFfP_t,,solo,2025-04-27,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/z163219m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1w4d4n6q; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,24m 13.000s,https://youtu.be/xG7DS5VwLdU?si=8bM6bZ8yZjjZR3XI,,solo,2025-04-12,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/z5lq495y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,1m 50.000s,https://youtu.be/v9Lj9E8Zz_0?si=MNRSPGruMTbHhU4A,,solo,2025-04-12,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/y9prqjvm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 5,10m 3.000s,https://youtu.be/t2rxnqFYvmk?si=xyjQx6PdgFOLbURY,,solo,2025-04-12,1,Tonix,,,,http://www.speedrun.com/BO6Zombies/run/zgj50lvz,verified
