game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=mlnzekjl; 2lg396np=5leo55qo; 2lg7k6lp=5le3mzpq,PlayStation 4,17m 32.000s,https://youtu.be/bPBJPxkscW4,,solo,2020-10-07,1,nicklodel,,,,http://www.speedrun.com/bo3zombies/run/y2d50w5z,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=jq6zvgjl; 2lg396np=5leo55qo; ylp4gjlg=0q5xgzr1,PlayStation 4,17m 11.000s,https://youtu.be/uVlw1qa1gAY,,solo,2020-10-06,1,nicklodel,,,,http://www.speedrun.com/bo3zombies/run/y9101q2m,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,PlayStation 4,15m 19.035s,https://youtu.be/eGYeIHHQNpQ,,solo,2020-10-03,1,nicklodel,,,,http://www.speedrun.com/bo3zombies/run/zgvw3xez,rejected
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=zqomrog1,PlayStation 4,15m 19.035s,https://youtu.be/eGYeIHHQNpQ,,solo,2020-10-03,1,nicklodel,,,,http://www.speedrun.com/bo3zombies/run/zq4w6e1m,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=zqomrog1,PlayStation 4,17m 51.063s,https://youtu.be/iLVrYq4E3sE,,solo,2020-10-01,1,nicklodel,,,,http://www.speedrun.com/bo3zombies/run/m75qe3wz,verified
