game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,16m 8.000s,https://youtu.be/lKjxrcS28y4?si=W39nuiKcNY0ZQ4I7,https://youtu.be/vZbm0VXDs6M?si=GaF60CuG1mwh6um3,co-op,2025-06-07,2,TravisMcmahon,Sniperflash2k15,,,http://www.speedrun.com/BO6Zombies/run/me27p30m,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,15m 54.400s,https://www.youtube.com/watch?v=vZbm0VXDs6M,https://youtu.be/lKjxrcS28y4?si=KMFnuMsY5rMPoj-o,co-op,2025-06-07,2,Sniperflash2k15,TravisMcmahon,,,http://www.speedrun.com/BO6Zombies/run/yv715roy,verified
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,17m 49.000s,https://www.youtube.com/watch?v=awnK-C0MgLw,https://youtu.be/0ECiYas0Yzk?si=e9rsJenlG812pMW0,co-op,2025-06-01,2,Sniperflash2k15,TravisMcmahon,,,http://www.speedrun.com/BO6Zombies/run/m7l829ey,verified
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,17m 49.000s,https://youtu.be/awnK-C0MgLw?si=IYo5Ds7sDFUaHitb,,co-op,2025-06-01,2,TravisMcmahon,Sniperflash2k15,,,http://www.speedrun.com/BO6Zombies/run/z5w0xedz,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,19m 21.000s,https://youtu.be/a6-9EYwTZHc?si=9FzL87KF2MrZarAz,,co-op,2025-05-31,2,TravisMcmahon,Sniperflash2k15,,,http://www.speedrun.com/BO6Zombies/run/m7l8765y,rejected
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,PlayStation 5,19m 21.000s,https://www.youtube.com/watch?v=a6-9EYwTZHc,https://youtu.be/fCyigaAYBxo?si=sq5kyKZWnpnsXPCR,co-op,2025-05-31,2,Sniperflash2k15,TravisMcmahon,,,http://www.speedrun.com/BO6Zombies/run/zngo009m,verified
