game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=4lxg0jrq; ylqzqmlr=21g9e3mq,Xbox One,8m 26.000s,https://www.youtube.com/watch?v=n5g-tTQcCB8&t=44s,,solo,2023-04-06,1,yeeterora,,,,http://www.speedrun.com/wawzombies/run/y6o4nn0y,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=4lxg0jrq; ylqzqmlr=21g9e3mq,Xbox One,8m 44.280s,https://www.youtube.com/watch?v=Mx39Puiai6Y&t=4,,solo,2023-03-16,1,yeeterora,,,,http://www.speedrun.com/wawzombies/run/mkvwl53y,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=4lxg0jrq; ylqzqmlr=21g9e3mq,Xbox One,9m 22.000s,https://www.youtube.com/watch?v=wlbQPN59ssE&t=287s,,solo,2023-03-09,1,yeeterora,,,,http://www.speedrun.com/wawzombies/run/mroxw22m,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=4lxg0jrq; 9l74r9l1=jqzvwo4l,Xbox One,2m 32.000s,https://youtu.be/pbNi11tk0fI,,solo,2023-03-03,1,yeeterora,,,,http://www.speedrun.com/wawzombies/run/y2j24o9z,rejected
