game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=12vwvz2q; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,36m 55.440s,https://www.youtube.com/watch?v=9nt9pcAIZ8chttps://youtu.be/9nt9pcAIZ8c,https://www.youtube.com/watch?v=VYKpABRjFGQhttps://youtu.be/VYKpABRjFGQ; https://www.youtube.com/watch?v=xnG32uWV38chttps://youtu.be/xnG32uWV38c; https://youtu.be/8gTHPSjnu8w,co-op,2025-01-26,4,willstadler,BlazerCloud26,BlueSnake47,Susan Grandaw,http://www.speedrun.com/BO6Zombies/run/z08o4qom,verified
