game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=5q8d4r3l; 2lg396np=0q56pm1p; 789ye5nw=p12o4z7l,PC,2m 39.030s,https://www.twitch.tv/videos/182667773,,co-op,2017-10-16,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/y23p17jm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=0q56pm1p; jlzz6xl2=814k4d0l,PC,2m 45.150s,https://www.twitch.tv/videos/180836712,,co-op,2017-10-09,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/y8qjgkdy,verified
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=5q8d4r3l; 2lg396np=0q56pm1p; 789ye5nw=p12o4z7l,PC,2m 46.630s,https://www.twitch.tv/videos/180116782,,co-op,2017-10-06,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/z1329drm,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=0q56pm1p; 2lg7e6lp=5le3v85q,PC,4m 2.710s,https://www.twitch.tv/videos/180112336,,co-op,2017-10-06,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/zpq26qry,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=0q56pm1p; jlzz6xl2=814k4d0l,PC,2m 51.190s,https://www.twitch.tv/videos/180108650,,co-op,2017-10-06,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/y97lj7nm,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=mlnzekjl; 2lg396np=0q56pm1p; 2lg7k6lp=81p46ng1,PC,3m 33.580s,https://www.twitch.tv/videos/180104875,,co-op,2017-10-06,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/z13293rm,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=mlnzekjl; 2lg396np=0q56pm1p; 2lg7k6lp=81p46ng1,PC,3m 38.190s,https://www.twitch.tv/videos/179246543,,co-op,2017-10-03,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/mekj1k9m,verified
Call of Duty: Black Ops III Zombies,,Ascension,e8mmgxv8=21g29o8l; 2lg396np=0q56pm1p; ylp4kjlg=z195dr0q,PC,2m 47.700s,https://www.twitch.tv/videos/179255709,,co-op,2017-10-03,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/zpq2dq8y,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=5lmg2wml; 2lg396np=0q56pm1p; ylp4gjlg=xqk968n1,PC,2m 35.980s,https://www.twitch.tv/videos/179242832,,co-op,2017-10-03,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/y97lx7vm,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=0q56pm1p; wlewprl6=jq6yg731,PC,3m 3.980s,https://www.twitch.tv/videos/179284707,,co-op,2017-10-03,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/mk4ed4vy,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=0q56pm1p; ql659jn9=0q5x78m1,PC,2m 54.000s,https://www.twitch.tv/videos/179238560,,co-op,2017-10-02,2,InventiblePadrino,Valkyrie_ZB,,,http://www.speedrun.com/bo3zombies/run/y67n0gqm,verified
