game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=gq792yyl,PlayStation 4,32m 17.000s,https://youtu.be/EaJeIpUdIDI?si=xpfP2QjzlSs8_OJm,,solo,2025-01-05,1,McDingers37,,,,http://www.speedrun.com/iwzombies/run/y2nvq76y,rejected
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylq5o7lr=gq792yyl,PlayStation 4,32m 8.440s,https://youtu.be/EaJeIpUdIDI?si=MTgYxgPpBH4xyXqZ,,solo,2024-06-09,1,McDingers37,,,,http://www.speedrun.com/iwzombies/run/zgjx7k0z,verified
