game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=5lmg2gml; 2lg396np=5leo55qo; gnx65jnv=21dkoyjl,Xbox One,5h 3m 0.000s,https://www.twitch.tv/krazyfatdoodaming/v/96638851,https://www.twitch.tv/krazyfatdoodaming/v/96716226; https://www.twitch.tv/krazyfatdoodaming/v/96804477; https://www.twitch.tv/krazyfatdoodaming/v/96843284,solo,2016-10-30,1,krazyfatdoodaming,,,,http://www.speedrun.com/bo3zombies/run/pzgjo80z,rejected
