game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=4lxz9212; ylp4gjlg=xqk968n1,PC,2m 9.600s,https://www.youtube.com/watch?v=dueP0zkeWvE&ab_channel=Gstr8Money,,co-op,2025-05-04,3,Gstr8Money,poopy69booty,Katt_lol,,http://www.speedrun.com/bo3zombies/run/m7lp2e5y,rejected
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=4lxz9212; 38dw04n0=81wer8o1,PC,2m 11.150s,https://youtu.be/h7Uw7w6flRU,,co-op,2025-05-04,3,Gstr8Money,poopy69booty,Katt_lol,,http://www.speedrun.com/bo3zombies/run/yd46vejy,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=4lxz9212; 38dw04n0=81wer8o1,PC,2m 11.150s,https://www.youtube.com/watch?v=VLh5Y8Hy-U0&ab_channel=Gstr8Money,,co-op,2025-05-03,3,Gstr8Money,poopy69booty,Katt_lol,,http://www.speedrun.com/bo3zombies/run/ylj474rm,rejected
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=klryx6mq; 2lg396np=4lxz9212; 789ye5nw=p12o4z7l,PC,2m 21.940s,https://youtu.be/op1A9ISAQwA,,co-op,2025-05-02,3,Gstr8Money,poopy69booty,Katt_lol,,http://www.speedrun.com/bo3zombies/run/zx04dr5z,rejected
Call of Duty: Black Ops IIII Zombies,,Dead of the Night,6njqrjpl=mln3grdq; 5lyjm0yl=rqvmnpwq; kn0zwr38=5lmn7z4q,PC,1m 20.710s,https://youtu.be/LtGhlRKzeHQ,,co-op,2025-05-30,2,Gstr8Money,poopy69booty,,,http://www.speedrun.com/bo4zombies/run/zpo3r7xm,verified
