game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 52.770s,https://youtu.be/VlhwujSX0Qc,,solo,2025-01-05,1,n0odlegames,,,,http://www.speedrun.com/BO6Zombies/run/zn9o4nvy,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,22m 37.130s,https://youtu.be/8pmHZyc6Oj8,,solo,2025-01-05,1,n0odlegames,,,,http://www.speedrun.com/BO6Zombies/run/m3wno04y,verified
