game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,Xbox Game Pass,23m 50.300s,https://www.twitch.tv/videos/2311917400,https://www.twitch.tv/videos/2311917454,co-op,2024-11-27,2,zachr3232,BeavahTrap,,,http://www.speedrun.com/BO6Zombies/run/ydv8q7vy,rejected
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,Xbox Game Pass,25m 1.000s,https://www.twitch.tv/videos/2311221699,,co-op,2024-11-26,2,zachr3232,Unregistered,,,http://www.speedrun.com/BO6Zombies/run/mrx33e8m,rejected
