game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,21m 4.433s,https://youtu.be/Kcif8RCHqxY,,solo,2020-11-12,1,JumpingRobot,,,,http://www.speedrun.com/iwzombies/run/zp3pwonm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,30m 18.000s,https://youtu.be/-r3bQj3abhA,,solo,2019-09-21,1,JumpingRobot,,,,http://www.speedrun.com/iwzombies/run/y2556l9y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,23m 47.070s,https://youtu.be/zfDXtpk_z5w,,solo,2019-09-19,1,JumpingRobot,,,,http://www.speedrun.com/iwzombies/run/mexjwd2z,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=0139rzx1,PlayStation 4,23m 47.070s,https://youtu.be/zfDXtpk_z5w,,solo,2019-09-19,1,JumpingRobot,,,,http://www.speedrun.com/iwzombies/run/m31604gz,verified
