game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Shattered Veil,gnxqjz68=1393rex1; 68k16z3l=qyzjvg41; yn202mel=12vwvz2q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; dloe7zen=q75kged1,PlayStation 5,16m 32.084s,https://www.twitch.tv/videos/2451566097?tt_content=vod&tt_medium=mobile_web_share,https://www.twitch.tv/videos/2451566364?tt_content=vod&tt_medium=mobile_web_share; https://www.twitch.tv/videos/2451566207?tt_content=vod&tt_medium=mobile_web_share; https://youtu.be/01SVpsJKMJk,co-op,2025-05-08,4,THE_SURGEON3600,Twitch-that97kid,ImxYit,Uaintafraidofm3,http://www.speedrun.com/BO6Zombies/run/yv73gn6y,verified
