game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=1395r2k1; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; 68k1vezl=q75rg8y1,Xbox Game Pass,47m 5.000s,https://www.youtube.com/watch?v=vGQzieIZ65Y,https://www.twitch.tv/videos/2363388310; https://www.youtube.com/watch?v=22uju11mTko,co-op,2025-01-25,3,phrog,aHavoKVoid,ToastyPancakes,,http://www.speedrun.com/BO6Zombies/run/y6gnvw1m,rejected
