game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,12m 0.600s,https://www.youtube.com/watch?v=Nu1i3RZM_mc,https://www.youtube.com/watch?v=EshwtS5gSyA; https://youtu.be/V2eFsZV9rFg,co-op,2025-05-28,3,Rod_Fury,JasGuty097,Valmac23,,http://www.speedrun.com/BO6Zombies/run/yv72gr4y,verified
