game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: WWII Zombies,,Prologue,9l7375zn=jqz6vrg1; onv7j35n=4qyd382q,PlayStation 4,3m 11.267s,https://www.youtube.com/watch?v=xcHQu0xWqPI&t=0s,,solo,2018-01-17,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/yo40lp1m,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=jqz6vrg1; onv7j35n=4qyd382q,PlayStation 4,3m 19.583s,https://www.youtube.com/watch?v=dsLcnRShQEM,,solo,2018-01-05,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/ydq2jrvm,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=jqz6vrg1; onv7j35n=4qyd382q,PlayStation 4,3m 11.617s,https://www.youtube.com/watch?v=-b52bAxbn_o,,solo,2018-01-05,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/y97kj5km,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 7.317s,https://www.youtube.com/watch?v=r7aHswzU2rY&t=0s,,solo,2017-12-19,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/z13lqpwm,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 8.150s,https://www.youtube.com/watch?v=s4G5L9GzQxU,,solo,2017-12-15,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/zpqw3o8y,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 9.550s,https://www.youtube.com/watch?v=4Tl0nUU5yZg,,solo,2017-12-06,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/zpqgvnny,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 10.333s,https://www.youtube.com/watch?v=acmP1s0aWyg,,solo,2017-12-03,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/mrqovw4y,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 11.133s,https://www.youtube.com/watch?v=d8hQjJ63M1g,,solo,2017-12-02,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/y67o21jm,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 12.150s,https://www.youtube.com/watch?v=RpmUYVSFpE0,,solo,2017-11-30,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/yjk822om,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 27.500s,https://www.youtube.com/watch?v=7oGBTCwf5MI,,solo,2017-11-27,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/zxvno6ky,verified
Call of Duty: WWII Zombies,,Prologue,9l7375zn=5q82vogq; onv7j35n=4qyd382q,PlayStation 4,2m 29.133s,https://www.youtube.com/watch?v=G5Ud3vsnjyo,,solo,2017-11-25,1,Martinez,,,,http://www.speedrun.com/wwiizombies/run/y8q0vw5y,verified
