game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 5ly102l4=21geonml,PC,2m 17.150s,https://www.twitch.tv/videos/1598975019,,solo,2022-09-23,1,Kaprizka,,,,http://www.speedrun.com/bo2zombies/run/z0lj03oz,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=zqo0w2qy; wl3drko8=q5v99y2l; 68kozzn2=z19knjq4,PC,57m 0.000s,https://www.twitch.tv/videos/1598898120,,co-op,2022-09-23,3,ORFGOD,tinyfeatherz,Kaprizka,,http://www.speedrun.com/bo2zombies/run/m3xqwpdm,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=zqo0w2qy; wl3drko8=le2669kl; 68kozzn2=gq7257n1,PC,17m 55.490s,https://www.twitch.tv/videos/1598883075,,co-op,2022-09-23,3,ORFGOD,tinyfeatherz,Kaprizka,,http://www.speedrun.com/bo2zombies/run/yodnqg0m,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 68kozzn2=jqzvyn2l,PC,2m 33.220s,https://www.twitch.tv/videos/1590729401,,solo,2022-09-14,1,Kaprizka,,,,http://www.speedrun.com/bo2zombies/run/m3xld6gm,rejected
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 5ly102l4=21geonml,PC,2m 15.830s,https://www.youtube.com/watch?v=-OynPKKsiOU,,solo,2022-09-07,1,Kaprizka,,,,http://www.speedrun.com/bo2zombies/run/m3x040wm,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=zqo0w2qy; wl3drko8=le2669kl; 68kozzn2=jqzvyn2l,PC,3m 3.040s,https://www.twitch.tv/videos/1598879901,,co-op,2022-08-03,3,ORFGOD,tinyfeatherz,Kaprizka,,http://www.speedrun.com/bo2zombies/run/z0lj88ez,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 68kozzn2=p12p7vqx,PC,3h 4m 3.000s,https://www.twitch.tv/videos/552936573,,co-op,2020-11-02,4,Kaprizka,|ZEC|eXo BeRLiN,Amnezia hardcover,|ZEC|Ghost,http://www.speedrun.com/bo2zombies/run/zq4vj15m,rejected
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=rqv7wwq6; wl3drko8=q5v99y2l; 68kozzn2=81p29el7,PC,5h 57m 6.000s,https://www.twitch.tv/videos/552936573,,co-op,2020-11-02,4,Kaprizka,|ZEC|eXo BeRLiN,|ZEC|Ghost,Amnezia hardcover,http://www.speedrun.com/bo2zombies/run/y2d7ge9z,rejected
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=5lmg2gml; 2lg396np=5leo55qo; gnx65jnv=21dkoyjl,PC,7h 0m 0.000s,https://youtu.be/p4YrxrhmYqI,,solo,2019-01-01,1,Kaprizka,,,,http://www.speedrun.com/bo3zombies/run/znornqvy,rejected
Call of Duty: Black Ops Zombies Mobile,,Kino Der Toten,6njz1mpl=21dwdp3l; rn102wo8=810j0rjl,iOS,3m 19.000s,https://youtu.be/gG4dCl4BeYo,,solo,2020-10-05,1,Kaprizka,,,,http://www.speedrun.com/codzmobile/run/m3g551wz,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,PC,3m 0.780s,https://www.youtube.com/watch?v=rxc_W8S3IYI,,co-op,2020-09-02,2,LEOPOLDO_RUS,Kaprizka,,,http://www.speedrun.com/iwzombies/run/yjln9wnz,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=81w486vq; 789kjr0l=21gev7xl,PC,55m 39.800s,https://youtu.be/Un12_m0DBCg,,co-op,2020-06-04,3,Kaprizka,thejoke,PSIHO,,http://www.speedrun.com/iwzombies/run/z53dpdgy,rejected
