game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Tomb,yn26gvjl=ln8kzvol; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; 6njprv5n=q5v7gj7l,Xbox Series S,33m 11.330s,https://www.youtube.com/watch?v=kw-eBWgv-OI,https://www.youtube.com/watch?v=8E4pmYnkCic; https://youtu.be/kw-eBWgv-OI?si=J_KutkgasKz6YvNd; https://youtu.be/8E4pmYnkCic?si=7dLbAlCSP4pzI8ky,co-op,2025-02-04,2,FloppyZAL,J0ker3oy,,,http://www.speedrun.com/BO6Zombies/run/ydv1dgwy,verified
