game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Vandorn Farm,68kw0kk8=q8k88wyq; r8r6m958=qvvo97yq; j84p91j8=qke0279q; 5lyyg52l=le2z556l; e8mxyewl=qvvgw0rq,Xbox Series X,20m 40.970s,https://youtu.be/DvyNbrE5VK0,,solo,2025-11-25,1,Teaguee2gTTV,,,,http://www.speedrun.com/Bo7Zombies/run/m7vwlw4m,rejected
