game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=xqkxxn19,PC,48m 43.100s,https://youtu.be/JQ_OjCex1hs?t=44,,solo,2023-06-24,1,Gaba,,,,http://www.speedrun.com/bo2zombies/run/yonr82dz,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,17m 18.000s,https://youtu.be/vqPoGj8BuTY?t=21,,co-op,2022-07-07,2,Gaba,Sarbas Jarbas,,,http://www.speedrun.com/bo2zombies/run/z0p0lr9y,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=81wgw5q4; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,3m 6.000s,https://youtu.be/HPyBger9eVI?t=42,,co-op,2022-07-07,2,Gaba,Sarbas Jarbas,,,http://www.speedrun.com/bo2zombies/run/zq7p9gxm,verified
Call of Duty: Black Ops II Zombies,,Farm,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; 9l79x4n1=4qy58771,PC,3m 16.450s,https://www.youtube.com/watch?v=phcpI_K0T1M,,solo,2021-09-07,1,Gaba,,,,http://www.speedrun.com/bo2zombies/run/ydewv5qm,verified
