game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,5m 7.850s,https://www.youtube.com/watch?v=lF3dG1ORGK0,,solo,2024-11-04,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/m3j8vrqz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,3m 7.240s,https://www.youtube.com/watch?v=qtSwC2psIeo,,solo,2024-11-04,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/y6eweg6z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,3m 46.430s,https://www.youtube.com/watch?v=EjYsVnu6eqg,,solo,2024-11-02,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/ydlpek0z,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,4m 19.150s,https://www.youtube.com/watch?v=wxura7CR0X8,,solo,2024-11-01,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/y2w6x75y,verified
Call of Duty: Black Ops 6 Zombies,,Terminus,789v4yqn=qznxn82q; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; 68k1vezl=q75rg8y1,PC,7m 16.040s,https://www.youtube.com/watch?v=HewRAHo8u2A,,solo,2024-11-01,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/znx61o3y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=lmo4od01; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,14m 11.590s,https://www.youtube.com/watch?v=8Z2Ozdz8X6U,,solo,2024-11-01,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/mrxw9o8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,4m 38.630s,https://www.youtube.com/watch?v=Ke1gLywH14Y,,solo,2024-11-01,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/z0q29lom,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=q65x52ol; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 46.870s,https://www.youtube.com/watch?v=PRFG0lyqpJ8,,solo,2024-10-28,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/mrx50k4m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,5m 46.410s,https://www.youtube.com/watch?v=QSse9FUaAYI,,solo,2024-10-28,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/yvx5njxz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,5m 56.190s,https://www.youtube.com/watch?v=nnrfWQ74_Ek&t=6s,,solo,2024-10-27,1,Chroy,,,,http://www.speedrun.com/BO6Zombies/run/y4l0ol3z,verified
