game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 7 Zombies,,Zarya Cosmodrome,68kw0kk8=q8k88wyq; 5lyyrmgl=192m0v4q; 38dgxd08=1w4p696q; r8rxgd08=lmovje81; r8r6jk08=lx5pmkg1,PC,1m 23.617s,https://www.youtube.com/watch?v=CdmDZaofoQo,,solo,2026-01-12,1,TheMajorDuck,,,,http://www.speedrun.com/Bo7Zombies/run/zn597p8z,verified
