game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=jqzdwglp; 38dwzen0=21geon6l,PlayStation 3,5m 9.430s,https://youtu.be/dsZLk4s1dNQ,,solo,2019-02-28,1,Anutim,,,,http://www.speedrun.com/bozombies/run/yvj7e16y,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=jqzdwglp; r8rq1rle=gq79z5yl,PlayStation 3,4m 48.780s,https://youtu.be/De_YF25N4HY,,solo,2019-02-28,1,Anutim,,,,http://www.speedrun.com/bozombies/run/mr8dw1dy,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=gq79z5yl,PlayStation 3,3m 29.130s,https://youtu.be/1canoTTvuL4,,co-op,2019-02-20,2,SnCaRhUr,Anutim,,,http://www.speedrun.com/bozombies/run/y6pj6vpm,verified
