game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,3m 30.000s,https://youtu.be/fqv52c6-AC4,,solo,2018-07-11,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/zx4k218y,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,15m 19.000s,https://youtu.be/fqv52c6-AC4,,solo,2018-07-11,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/z517jqem,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,3m 32.000s,https://youtu.be/PKaZKv0xSF0,,solo,2018-06-30,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/mr88758y,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=xqkxxn19,PC,43m 14.000s,https://www.youtube.com/watch?v=f8XOw0jgv38,,solo,2018-06-30,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/yo22pg5z,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=gq76xvlp,PC,4h 28m 5.150s,https://youtu.be/48Ws_aCm9Dw,,solo,2018-06-29,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/zg77r00z,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,3m 55.000s,https://youtu.be/48Ws_aCm9Dw,,solo,2018-06-29,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/zp008jnm,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,15m 38.000s,https://youtu.be/48Ws_aCm9Dw,,solo,2018-06-29,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/yd33e7qz,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,3m 58.000s,https://youtu.be/Z5pylSJCKk8,,solo,2018-06-28,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/m7pp71wm,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,15m 52.000s,https://youtu.be/Z5pylSJCKk8,,solo,2018-06-28,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/mr88nj7y,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=xqkxxn19,PC,49m 16.000s,https://youtu.be/Z5pylSJCKk8,,solo,2018-06-28,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/z511d5em,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21dvo6j1,PC,4m 54.000s,https://youtu.be/zsPdztYCgRs,,solo,2018-06-27,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/yj441ddy,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=21d6k23q,PC,19m 39.000s,https://youtu.be/zsPdztYCgRs,,solo,2018-06-27,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/me88910m,verified
Call of Duty: Black Ops II Zombies,,Town,789x5q8w=5lmyj4lv; wl3drko8=q5v99y2l; jlz2ryl2=xqkxxn19,PC,51m 21.000s,https://youtu.be/9ink0F4Q4f8,,solo,2018-06-27,1,milanii,,,,http://www.speedrun.com/bo2zombies/run/y92292nz,verified
