game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=1gn2npxl; 68k16z3l=qyzjvg41; yn202mel=19292r4q; 9l7y25pl=qvvrvmyq; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,2m 58.650s,https://www.youtube.com/watch?v=g83jHEAGqCI,,co-op,2025-01-23,3,Kempy,Tacos_cheese,myfacelicksfaces,,http://www.speedrun.com/BO6Zombies/run/zq294jxz,rejected
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=0q56pm1p; gnx65jnv=21gnogml,PC,32m 58.600s,https://www.youtube.com/watch?v=Swy3jNGV5Kg,,co-op,2024-01-15,2,Kempy,Tacos_cheese,,,http://www.speedrun.com/bo3zombies/run/y9jx3qrm,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=9qjx2x3l; 2lg396np=0q56pm1p; gnx65jnv=jqzny4mq,PC,1h 9m 30.250s,https://www.youtube.com/watch?v=5w5qHVIoQAk&ab_channel=Tacos,,co-op,2023-02-18,2,Kempy,Tacos_cheese,,,http://www.speedrun.com/bo3zombies/run/zn2q0g7z,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=9qjx2x3l; 2lg396np=0q56pm1p; gnx65jnv=21gnogml,PC,32m 26.800s,https://www.youtube.com/watch?v=5w5qHVIoQAk&ab_channel=Tacos,,co-op,2023-02-18,2,Kempy,Tacos_cheese,,,http://www.speedrun.com/bo3zombies/run/yvl0o7oz,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=0q56pm1p; gnx65jnv=jqzny4mq,PC,1h 10m 17.580s,https://www.twitch.tv/videos/1737026360,,co-op,2023-02-13,2,Kempy,Tacos_cheese,,,http://www.speedrun.com/bo3zombies/run/z19gx4wm,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=810w6w2q; 2lg396np=5leo55qo; ylqx7m8r=xqkerpdq,PC,1h 0m 24.000s,https://youtube.com/watch?v=MJFc32-nYpI,,solo,2023-01-15,1,Tacos_cheese,,,,http://www.speedrun.com/bo3zombies/run/y9p56lrm,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=810w6w2q; 2lg396np=5leo55qo; ylqx7m8r=013w4rdq,PC,2m 21.450s,https://www.youtube.com/watch?v=MJFc32-nYpI,,solo,2023-01-05,1,Tacos_cheese,,,,http://www.speedrun.com/bo3zombies/run/menj9d0m,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=5lmg2gml; 2lg396np=0q56pm1p; gnx65jnv=jqzny4mq,PC,1h 9m 9.950s,https://www.youtube.com/watch?v=fIX78k2Ego0,,co-op,2022-12-29,2,Vexxo,Tacos_cheese,,,http://www.speedrun.com/bo3zombies/run/mepn788y,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=5leo55qo; gnx65jnv=21gnogml,PC,29m 46.000s,https://youtube.com/watch?v=uJWY9FiVV0M,,solo,2022-12-19,1,Tacos_cheese,,,,http://www.speedrun.com/bo3zombies/run/zxj8275y,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=5leo55qo; gnx65jnv=9qjwxn01,PC,12m 36.000s,https://www.youtube.com/watch?v=yKh_XliITtQ,,solo,2022-12-19,1,Tacos_cheese,,,,http://www.speedrun.com/bo3zombies/run/zxjl6eky,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=5q8d4d3l; 2lg396np=5leo55qo; p85pd5lg=rqvyk7q6,PC,58m 2.000s,https://youtube.com/watch?v=FVkRjoD8aBY,,solo,2022-03-13,1,Tacos_cheese,,,,http://www.speedrun.com/bo3zombies/run/ywwj073y,verified
