game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,Xbox Series X,15m 30.000s,https://www.twitch.tv/videos/2311693333,,co-op,2024-11-26,2,you_slaq,Otter eyes,,,http://www.speedrun.com/BO6Zombies/run/m7e11jez,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,Xbox Series X,16m 6.340s,https://www.twitch.tv/videos/2300137157,,co-op,2024-11-12,2,you_slaq,Otter eyes,,,http://www.speedrun.com/BO6Zombies/run/yj9vv0dz,rejected
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=14ovodkq; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,Xbox Series X,21m 55.730s,https://www.twitch.tv/videos/2295340340,,co-op,2024-11-06,2,you_slaq,Otter eyes,,,http://www.speedrun.com/BO6Zombies/run/yoxg4p1y,rejected
