game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PlayStation 4,9m 48.990s,https://www.youtube.com/watch?v=kRw95nU8skg,,solo,2024-10-30,1,The_BatDawg,,,,http://www.speedrun.com/BO6Zombies/run/yvx5drez,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=10vmvxpl; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,3m 28.000s,https://youtu.be/jSwQM0moIWQ,,solo,2024-10-29,1,The_BatDawg,,,,http://www.speedrun.com/BO6Zombies/run/zgo90lvm,verified
