game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 12.050s,https://youtu.be/yhP2vCSx1a8,,solo,2022-06-13,1,syKoxx1451,,,,http://www.speedrun.com/iwzombies/run/y4qo2k2m,verified
Call of Duty: Infinite Warfare Zombies,,Shaolin Shuffle,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; 6njo6684=xqk95y91,Xbox One,3m 22.100s,https://youtu.be/qCQxmmt-JHc,,solo,2022-06-13,1,syKoxx1451,,,,http://www.speedrun.com/iwzombies/run/mkk0gkxm,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; onvyp7nm=rqvvdj6q,Xbox One,2m 15.380s,https://youtu.be/4bqStCv9hTM,,solo,2022-06-12,1,syKoxx1451,,,,http://www.speedrun.com/iwzombies/run/zq7jrkxm,verified
