game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Citadelle des Morts ,789vy65n=qkemjxkq; 68k16z3l=qyzjvg41; yn202mel=14ovodkq; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; wlegod2n=1gn2dp6l,PlayStation 5,1h 12m 30.840s,https://youtu.be/OPbXIRNmUSM),https://youtu.be/zke0hGxl7Kg); https://www.youtube.com/@Lucky_COD); https://youtu.be/OPbXIRNmUSM; https://youtu.be/zke0hGxl7Kg,co-op,2025-01-18,2,meisternase,Whited36,,,http://www.speedrun.com/BO6Zombies/run/z087lpjm,verified
