game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Forsaken,2lgr6kon=0137jrdl; yn2wg5gn=z19v3zjl; 6nj5r4vl=21dnw23l,PC,23m 31.058s,https://www.youtube.com/watch?v=iOV-Tw8uRqI,,solo,2021-10-16,1,YaBoyJBrew,,,,http://www.speedrun.com/bocwz/run/y47ln3ky,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,PC,29m 12.000s,https://www.youtube.com/watch?v=PxPicD3UfOU&t=1s,,solo,2021-03-11,1,YaBoyJBrew,,,,http://www.speedrun.com/bocwz/run/mk71d5xy,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,PC,32m 13.000s,https://www.youtube.com/watch?v=Eku6arhTmo4,,solo,2021-02-24,1,YaBoyJBrew,,,,http://www.speedrun.com/bocwz/run/y8v065nz,verified
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=xqk2g6yq; dlo750j8=jq6w74jl,PC,41m 57.000s,https://www.youtube.com/watch?v=iFEyRf5VBY4,,solo,2021-02-22,1,YaBoyJBrew,,,,http://www.speedrun.com/bocwz/run/y42g533m,verified
Call of Duty: Vanguard Zombies,,Shi No Numa,gnxwrkj8=9qjo82gl; 2lg50gq8=5leppz61; 78910jqn=0q5ddzvl,PC,30m 0.760s,https://www.youtube.com/watch?v=eJdAcyojpSo,,solo,2022-07-12,1,YaBoyJBrew,,,,http://www.speedrun.com/call_of_duty_vanguard_zombies/run/y608eg0y,verified
