game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=0137jrdl; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,Xbox One,2m 19.000s,https://www.youtube.com/watch?v=fnzxSkoRY_U&feature=youtu.be,,co-op,2021-02-10,2,LolSovietIsFat,OuttACE,,,http://www.speedrun.com/bocwz/run/z50dvoey,rejected
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=5lez085l; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,Xbox One,2m 19.000s,https://www.youtube.com/watch?v=fnzxSkoRY_U&feature=youtu.be,,co-op,2021-02-10,2,LolSovietIsFat,OuttACE,,,http://www.speedrun.com/bocwz/run/zx6onlqz,rejected
Call of Duty: Black Ops Cold War Zombies,,Firebase Z,2lgr6kon=5lez085l; 0nw715r8=gq70vzyl; dlo750j8=jq6w74jl,Xbox One,2m 19.000s,https://www.youtube.com/watch?v=fnzxSkoRY_U&feature=youtu.be,,co-op,2021-02-10,2,LolSovietIsFat,OuttACE,,,http://www.speedrun.com/bocwz/run/m3n7l6wy,rejected
