game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,The Reckoning ,6njpd4en=12ve0wdq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; kn0eoj78=ln86o0ol,PC,24m 35.190s,https://www.youtube.com/watch?v=HgwO85Hqz0E,,solo,2025-09-03,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/yv54vlom,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,13m 22.220s,https://www.youtube.com/watch?v=s02tssyGiuM&ab_channel=itsSlack,,solo,2025-01-26,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/yjedoq3m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,12m 52.820s,https://www.youtube.com/watch?v=HdeHqkkJg-g&ab_channel=itsSlack,,solo,2025-01-20,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/mkodpwvz,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=ln8z4j0l; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,17m 51.000s,https://www.youtube.com/watch?v=SRS_jLgl1ew&ab_channel=itsSlack,,solo,2025-01-06,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/zpkd6o8y,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,12m 38.000s,https://www.youtube.com/watch?v=5NlBy04uR3o&ab_channel=itsSlack,,solo,2025-01-04,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/ylp1djkm,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=qvvrvmyq; rn1y7dvn=qyzj4671; ylpy4ejl=1928ypyq,PC,9m 40.000s,https://www.youtube.com/watch?v=mSUVPIZEivM&ab_channel=itsSlack,,solo,2024-12-16,1,itsSlack,,,,http://www.speedrun.com/BO6Zombies/run/m3wx0vwy,verified
