game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,,9d8j1elk,68kmpxzl=zqom2g41; p859k2xn=klrjnxoq,PlayStation 4,2m 48.000s,https://www.youtube.com/watch?v=K-vpIV7Ftfc,,solo,2018-03-21,1,iiLeprakehn,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/y236qj9m,verified
Call of Duty: Black Ops 3 Category Extension,,Mini Easter Egg,789mk65n=qzn8v08q; 6njxv458=q5vyxx2l; kn034j0n=1926558q,PlayStation 4,2m 48.000s,https://www.youtube.com/watch?v=K-vpIV7Ftfc,,solo,2018-03-21,1,iiLeprakehn,,,,http://www.speedrun.com/bo3zce/run/yo58pe5z,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=5leo55qo; 2lg7e6lp=21ge5dml,PlayStation 4,2m 48.000s,https://www.youtube.com/watch?v=K-vpIV7Ftfc,,solo,2018-01-18,1,iiLeprakehn,,,,http://www.speedrun.com/bo3zombies/run/z0ednnjm,rejected
