game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,PlayStation 4,3.050s,https://youtu.be/E5xUjFL26a0,,co-op,2020-11-07,2,LOBO_MAL,Snallboss6,,,http://www.speedrun.com/iwzombies/run/y4e8qrdm,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,PlayStation 4,3.050s,https://youtu.be/E5xUjFL26a0,,co-op,2020-11-07,2,LOBO_MAL,Snallboss6,,,http://www.speedrun.com/iwzombies/run/zpl298gm,rejected
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,PlayStation 4,3m 34.000s,https://youtu.be/E5xUjFL26a0,,co-op,2020-11-07,2,LOBO_MAL,Snallboss6,,,http://www.speedrun.com/iwzombies/run/z1o2qp9m,verified
