game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Modern Warfare III Zombies,,Operation: Deadbolt,p85pgqvl=19249e8q; wl3e7z9n=10v5o7pl,Xbox Series S,3m 16.140s,https://vm.tiktok.com/ZMhH3TJDv/,,solo,2024-10-27,1,UlisesRamos,,,,http://www.speedrun.com/mwiiizombies/run/ydlo1kqz,verified
Call of Duty: Modern Warfare III Zombies,,Operation: Deadbolt,p85pgqvl=14oxvmvq; wl3e7z9n=10v5o7pl,Xbox Series S,3m 14.670s,https://vm.tiktok.com/ZMhH3TJDv/,,solo,2024-10-27,1,UlisesRamos,,,,http://www.speedrun.com/mwiiizombies/run/zpx5d7nm,verified
Call of Duty: Modern Warfare III Zombies,,Operation: Deadbolt,p85pgqvl=1dkv0rpl; wl3e7z9n=10v5o7pl,Xbox Series S,31.172s,https://vm.tiktok.com/ZMhanStjG/,,solo,2024-10-22,1,UlisesRamos,,,,http://www.speedrun.com/mwiiizombies/run/y8pgg1xz,verified
