game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=klrmdjqp; r8rq1rle=21dnjgle,PC,39m 43.000s,https://youtu.be/7GjjA4vu9cI,,co-op,2020-11-16,2,Erwin,hYPE_,,,http://www.speedrun.com/bozombies/run/ywdxr59z,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=21dwn4le; 38dwzen0=klrde0qp,PC,1h 3m 28.000s,https://youtu.be/NX8U_j2Tvl4,,co-op,2020-08-14,3,Erwin,White Death,hYPE_,,http://www.speedrun.com/bozombies/run/zpl59gnm,verified
