game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 789kjr0l=5lm8p3yq,PlayStation 4,4m 45.900s,https://www.youtube.com/watch?v=IzZqYjCs_CY,,co-op,2020-09-28,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/mr9e4lgm,verified
Call of Duty: Infinite Warfare Zombies,,Beast From Beyond,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; 789kjr0l=klrjvm0q,PlayStation 4,17m 33.633s,https://www.youtube.com/watch?v=IzZqYjCs_CY,,co-op,2020-09-28,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/zxdk63ey,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=jq6ypon1,PlayStation 4,11m 37.533s,https://www.youtube.com/watch?v=E51pEkIFNKc,,co-op,2020-09-28,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/ylv0odnm,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=21dv60j1,PlayStation 4,29m 37.332s,https://www.youtube.com/watch?v=E51pEkIFNKc,,co-op,2020-09-28,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/zgvkxlez,verified
Call of Duty: Infinite Warfare Zombies,,Attack of the Radioactive Thing,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylq5o7lr=5q824ykq,PlayStation 4,1h 3m 59.887s,https://www.youtube.com/watch?v=E51pEkIFNKc,,co-op,2020-09-28,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/yo3j900y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,PlayStation 4,1m 19.734s,https://www.youtube.com/watch?v=mU9vGDmzAaY,,co-op,2020-09-26,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/ylv4g8km,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=5q87x43l,PlayStation 4,7m 52.485s,https://www.youtube.com/watch?v=ingm2XOQGtU,,co-op,2020-09-26,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/ylv4ggkm,rejected
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,2m 29.517s,https://www.youtube.com/watch?v=AY6CdE4ZLIw,,co-op,2020-09-26,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/zxdk945y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,PlayStation 4,35.161s,https://www.youtube.com/watch?v=lWSs2X_SUL8,,co-op,2020-09-26,2,Whipper-nuts,Maslacky,,,http://www.speedrun.com/iwzombies/run/ywd4e40z,rejected
