game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=zqon2w4l; 5lyjm0yl=0132y83q; 0nw2z6xn=xqk86k9q,PC,2m 54.180s,https://www.youtube.com/watch?v=WrOBPhLePgg,,solo,2023-06-29,1,Loved_,,,,http://www.speedrun.com/bo4zombies/run/zqj7l01m,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=0132y83q; 0nw2z6xn=xqk86k9q,PC,3m 35.820s,https://www.youtube.com/watch?v=iFZyTVJwMkg,,solo,2023-06-28,1,Loved_,,,,http://www.speedrun.com/bo4zombies/run/ydjdv5xy,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=xqk86k9q,PC,3m 51.620s,https://www.youtube.com/watch?v=bs0-OpbbvzA,,co-op,2023-06-28,2,Loved_,Zuir,,,http://www.speedrun.com/bo4zombies/run/y868wp5m,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=81w8rw61; 5lyjm0yl=0132y83q; 0nw2z6xn=xqk86k9q,PC,3m 58.570s,https://www.youtube.com/watch?v=WR_HdSHCfS0,,solo,2023-02-03,1,Loved_,,,,http://www.speedrun.com/bo4zombies/run/yln13d2z,verified
Call of Duty: Black Ops IIII Zombies,,IX,ylpvd4vl=5lmnwj0q; 5lyjm0yl=rqvmnpwq; 0nw2z6xn=p12z4ev1,PC,46m 28.041s,https://www.youtube.com/watch?v=s6gmrk_dWc8,,co-op,2023-02-02,2,Loved_,Zuir,,,http://www.speedrun.com/bo4zombies/run/zg2p0vey,verified
