game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=le2m29ml; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=qoxrn72q; ylpy4ejl=1928ypyq,PC,5m 10.240s,https://www.youtube.com/watch?v=ZTJZb3t36I0,,solo,2024-11-13,1,Frewdy,,,,http://www.speedrun.com/BO6Zombies/run/zpxjno8m,verified
Call of Duty: Black Ops 6 Zombies,,Liberty Falls,jlzpexqn=qoxrn5gq; 68k16z3l=qyzjvg41; yn202mel=lx5854g1; 9l7y25pl=q5v5v8vl; rn1y7dvn=q8kdzmkq; ylpy4ejl=1928ypyq,PC,17m 55.120s,https://www.youtube.com/watch?v=EfFI3P_W2N8,,solo,2024-11-12,1,Frewdy,,,,http://www.speedrun.com/BO6Zombies/run/z1n44rjy,verified
