game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=zqom2g41; p854qrvl=81ppw8n1,Xbox Series X,12m 7.000s,https://www.youtube.com/watch?v=uoa1tHh_mP0&t=19s,,solo,2024-03-25,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zq8glx8z,verified
Call Of Duty Zombies Category Extension,WAW,Misc. Runs,68kmpxzl=zqom2g41; yn2wg60n=1py75d81,Xbox Series X,2.700s,https://youtu.be/oCBCVLJOmJY?si=hgznzDgJ6hBuYpfI,,solo,2024-02-24,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zp60r4vm,verified
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=013w4jyq; p854qrvl=81ppw8n1,Xbox One,20m 56.000s,https://m.youtube.com/watch?v=KEKWpKevAUo&feature=youtu.be,,co-op,2023-05-29,2,CrankyTheClown,JKT2017,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/z1lol17m,verified
Call Of Duty Zombies Category Extension,WAW,All Songs,68kmpxzl=013w4jyq,Xbox One,6m 59.840s,https://m.youtube.com/watch?v=I3nORbvPWn0&feature=youtu.be,,co-op,2023-05-29,2,CrankyTheClown,JKT2017,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zpwlw4xy,verified
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=zqom2g41; p854qrvl=81ppw8n1,Xbox Series S,13m 16.000s,https://www.youtube.com/watch?v=2_sYpXGUFfc,,solo,2023-05-12,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/y2gqog5z,verified
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=zqom2g41; p854qrvl=81ppw8n1,Xbox Series S,13m 36.000s,https://www.youtube.com/watch?v=smg3--9FO3Y,,solo,2023-05-11,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/ywrp552m,verified
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=zqom2g41; p854qrvl=81ppw8n1,Xbox Series S,14m 20.000s,https://www.youtube.com/watch?v=cDaGsyim3-g,,solo,2023-05-07,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zx34d2gz,verified
Call Of Duty Zombies Category Extension,WAW,25K Points,68kmpxzl=zqom2g41; p854qrvl=81ppw8n1,Xbox Series S,16m 42.970s,https://www.youtube.com/watch?v=Hs7gm3FbuHc,,solo,2023-05-04,1,JKT2017,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/y86qoq5m,verified
Call Of Duty Zombies Category Extension,WAW,All Maps,68kmpxzl=013w4jyq; 38dz2p4n=mlnw66jl,Xbox One,1h 26m 11.000s,https://m.twitch.tv/videos/1788164441,,co-op,2023-04-08,2,CrankyTheClown,JKT2017,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zpgekjnz,verified
Call Of Duty Zombies Category Extension,WAW,All Maps,68kmpxzl=013w4jyq; 38dz2p4n=mlnw66jl,Xbox One,1h 26m 11.000s,https://m.youtube.com/watch?v=PXaQUIR8kdY&feature=youtu.be,,co-op,2023-04-07,2,CrankyTheClown,JKT2017,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/y4g464qy,rejected
