game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo3,der-eisendrache,ee-speedrun,mega-gobblegum,steam,https://youtube.com/watch?v=O1PWSVp0ix4,,co-op,45:05,2,X-A-ICRAFTI-A-X,||VeX||,,,0,
