game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
community,kino-der-toten-bo3,com-pap-speedruns,regular,steam,https://youtube.com/watch?v=MN9p4C8n07Q,,solo,1:04,1,Genghis,,,,0,
community,the-giant,com-pap-speedruns,none,steam,https://youtube.com/watch?v=hG6NxTPzxiA,,solo,3:09,1,Genghis,,,,0,
