game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo,call-of-the-dead,no-jug,,xbox,https://youtube.com/watch?v=-d-og_-G-l0,,solo,20,1,Dark Knut,,,,0,
bo4,alpha-omega,realistic,classic-elixirs-only,xbox,https://youtube.com/watch?v=mTRTeWpinwY,,solo,11,1,Dark Knut,,,,0,
