game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo3,verruckt,first-room,no-gobblegum-jug-side,steam,https://youtube.com/watch?v=G288U3xLDQI,,solo,11,1,WhydothisGod170,,,,0,
bo2,origins,ee-speedrun,,steam,https://youtube.com/watch?v=Y9HhihbNoXw,,solo,57:40,1,WhydothisGod170,,,,0,
