game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bocw,firebase-z,30-speedrun,normal,playstation,https://youtube.com/watch?v=Irevsx-7D_k,,co-op,43:39,4,ProZombie115_,Lakik is back,Sayfe_VNS,Zombie-Nerveux,0,
bocw,die-maschine,exfil-speedrun,round-11,playstation,https://youtube.com/watch?v=gMptWec02SQ,,co-op,8:12,4,Sayfe_VNS,Lakik is back,Zombie-Nerveux,ProZombie115_,0,
