game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo3,the-giant,high-round,classic-gobblegum-only,steam,https://youtube.com/watch?v=kM0tmq9RNZI,,co-op,48,2,RAZ | Thirax,RAZ | Lievore,,,0,
