game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo4,dead-of-the-night,first-room,all-elixirs-talismans,xbox,https://youtube.com/watch?v=wGzyAV2cWpk,,solo,26,1,Paleo,,,,0,
wwii,gresten-haus,wwii-no-armor,with-consumables,xbox,https://youtube.com/watch?v=PfvgLSAyZhc,,solo,51,1,Paleo,,,,0,
