game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo,five,flawless,,steam,https://youtube.com/watch?v=XRIaVBDae6I,,solo,21,1,|ZRG| CookieRush,,,,0,
