id,mapId,map_slug,game,slug,name,type,isActive,difficulty,criteria,first_room_variant,bo3_gum,bo4_elixir,bocw_support,bo6_gum,bo6_support,bo7_gum,bo7_support,use_fortune_cards,use_directors_cut,rampage_inducer_used,vanguard_void_used,challenge_type,round,max_time_seconds
cmm86kbdj01d9oepn1u8xa7q3,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,round-70-speedrun-under-1-47-49-restricted,Round 70 in under 1:53:16 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":6796,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,6796
cmm86kbbc01d5oepnjfhtcuuj,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,round-70-speedrun-under-2-14-47-restricted,Round 70 in under 2:21:35 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":8495,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,8495
cmm86kb9301d1oepnfft2w3qp,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,round-70-speedrun-under-2-59-42-restricted,Round 70 in under 3:08:46 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":11326,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,11326
cmm86k9sx01b9oepn0bxaf67r,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,starting-room-10-classic,First Room Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,10,null
cmm86k9u101bboepnuzd50dig,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,starting-room-20-classic,First Room Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86k9v401bdoepnuaza19sk,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,starting-room-30-classic,First Room Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86k9w601bfoepnjg9hr3k9,cmlqchxcg001nacukus8c25rc,der-eisendrache,BO3,starting-room-50-classic,First Room Round 50 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":50,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,50,null
cmm86kl1m01n3oepn8n1dbo53,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,easter-egg-speedrun-under-1-02-02-restricted,Easter Egg in under 1:08:42 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":4122,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,4122
cmm86kl8801nfoepn10uzs4f6,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,easter-egg-speedrun-under-32-15-restricted,Easter Egg in under 35:43 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":2143,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,2143
cmm86kl5x01nboepnjy21csfp,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,easter-egg-speedrun-under-37-13-restricted,Easter Egg in under 41:13 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":2473,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,2473
cmm86kl3r01n7oepnrz4eruob,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,easter-egg-speedrun-under-46-32-restricted,Easter Egg in under 51:32 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":3092,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,3092
cmm86kj5w01kdoepnrcwk1cer,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-10-classic,No Power Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,10,null
cmm86kjbc01knoepn59eevflc,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-100-classic,No Power Round 100 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":100,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,100,null
cmm86kjcg01kpoepncubm8v02,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-105-classic,No Power Round 105 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":105,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,105,null
cmm86kjdj01kroepnhnjhql60,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-129-classic,No Power Round 129 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":129,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,129,null
cmm86kj6z01kfoepnw4y2b3yw,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-20-classic,No Power Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,20,null
cmm86kj8501khoepn7n2gqzwh,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-30-classic,No Power Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,30,null
cmm86kj9501kjoepn39abjkk3,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-50-classic,No Power Round 50 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":50,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,50,null
cmm86kja901kloepnp3a6zjdn,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,no-power-70-classic,No Power Round 70 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":70,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,70,null
cmm86kkqs01mloepneb0y9t9z,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-100-speedrun-under-4-33-27-restricted,Round 100 in under 5:10:41 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":18641,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,18641
cmm86kkoj01mhoepn1sdaefd2,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-100-speedrun-under-5-15-31-restricted,Round 100 in under 5:58:29 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":21509,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,21509
cmm86kkmf01mdoepnyk59av47,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-100-speedrun-under-6-34-24-restricted,Round 100 in under 7:28:06 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":26886,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,26886
cmm86kkk501m9oepn8yucuhc4,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-100-speedrun-under-8-45-52-restricted,Round 100 in under 9:57:28 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":35848,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,35848
cmm86klps01o7oepn45zpzbjv,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-15-speedrun-under-12-56-restricted,Round 15 in under 14:29 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":869,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,869
cmm86klnl01o3oepnaxrd1d16,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-15-speedrun-under-14-55-restricted,Round 15 in under 16:43 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1003,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1003
cmm86klld01o1oepn0ipnzxya,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-15-speedrun-under-18-39-restricted,Round 15 in under 20:54 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1254,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1254
cmm86klj801nxoepnajetj9zh,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-15-speedrun-under-24-52-restricted,Round 15 in under 27:52 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1672,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1672
cmm86kkv501mtoepnoauzjjdc,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-255-speedrun-under-105-00-00-restricted,Round 255 in under 105:00:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":378000,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,378000
cmm86kksy01mpoepndvh06960,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-255-speedrun-under-140-00-00-restricted,Round 255 in under 140:00:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":504000,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,504000
cmm86kkzi01mzoepn2egq6utf,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-255-speedrun-under-72-48-00-restricted,Round 255 in under 72:48:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":262080,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,262080
cmm86kkxd01mvoepntk0j0lw6,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-255-speedrun-under-84-00-00-restricted,Round 255 in under 84:00:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":302400,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,302400
cmm86kk0f01l9oepnlydjyi5g,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-30-speedrun-under-29-55-restricted,Round 30 in under 31:32 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":1892,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,1892
cmm86kjy701l5oepnycupt2e5,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-30-speedrun-under-34-31-restricted,Round 30 in under 36:23 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":2183,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,2183
cmm86kjw301l1oepn7wqsj94z,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-30-speedrun-under-43-09-restricted,Round 30 in under 45:29 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":2729,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,2729
cmm86kjtz01kxoepn9fgdf4a1,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-30-speedrun-under-57-32-restricted,Round 30 in under 1:00:38 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":3638,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,3638
cmm86klh301ntoepnnywo4vg3,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-5-speedrun-under-2-52-restricted,Round 5 in under 3:12 (Classic),CHALLENGE_COMPLETE,false,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":192,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,192
cmmj8ypxg0021d7kpsuhdc3ab,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-5-speedrun-under-3-00-restricted,Round 5 in under 3:20 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":200,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,200
cmm86klew01npoepnxsjb0a3s,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-5-speedrun-under-3-18-restricted,Round 5 in under 3:42 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":222,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,222
cmm86klcp01nnoepnh3ybr047,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-5-speedrun-under-4-08-restricted,Round 5 in under 4:38 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":278,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,278
cmm86klaf01njoepnu2hx9puo,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-5-speedrun-under-5-30-restricted,Round 5 in under 6:10 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":370,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,370
cmm86kk9d01lpoepnzo21hyaa,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-50-speedrun-under-1-02-04-restricted,Round 50 in under 1:07:50 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":4070,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,4070
cmm86kk7501lloepnuxp5df3y,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-50-speedrun-under-1-11-37-restricted,Round 50 in under 1:18:16 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":4696,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,4696
cmm86kk4x01lhoepn3f0c1ro6,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-50-speedrun-under-1-29-32-restricted,Round 50 in under 1:37:50 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":5870,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,5870
cmm86kk2q01ldoepnc7o6zzg9,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-50-speedrun-under-1-59-22-restricted,Round 50 in under 2:10:26 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":7826,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,7826
cmm86kki201m5oepnaen3qznt,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-70-speedrun-under-1-56-36-restricted,Round 70 in under 2:41:05 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":9665,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,9665
cmm86kkfz01m1oepn5uncywih,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-70-speedrun-under-2-14-32-restricted,Round 70 in under 3:05:52 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":11152,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,11152
cmm86kkdx01lxoepng5p9kuj9,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-70-speedrun-under-2-48-11-restricted,Round 70 in under 3:52:20 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":13940,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,13940
cmm86kkbp01ltoepnv9ui88bu,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,round-70-speedrun-under-3-44-14-restricted,Round 70 in under 5:09:46 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":18586,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,18586
cmm86kitt01k3oepne4u1x2hp,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,starting-room-10-classic,First Room Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,10,null
cmm86kiuv01k5oepntu8qzx6m,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,starting-room-20-classic,First Room Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86kivz01k7oepnhvxopuo3,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,starting-room-30-classic,First Room Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86kix401k9oepnt6vabfvi,cmlqchxdi001racukmtlder9y,gorod-krovi,BO3,starting-room-50-classic,First Room Round 50 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":50,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,50,null
cmm86kq4901sjoepna40aqdzi,cmlqchxe2001tacukamsga1rv,revelations,BO3,easter-egg-speedrun-under-23-59-restricted,Easter Egg in under 36:28 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":2188,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,2188
cmm86kq2001sfoepns4j0wwdq,cmlqchxe2001tacukamsga1rv,revelations,BO3,easter-egg-speedrun-under-27-41-restricted,Easter Egg in under 42:05 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":2525,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,2525
cmm86kpzt01sdoepn52y2v10v,cmlqchxe2001tacukamsga1rv,revelations,BO3,easter-egg-speedrun-under-34-36-restricted,Easter Egg in under 52:36 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":3156,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,3156
cmm86kpxq01s9oepnp1ews38s,cmlqchxe2001tacukamsga1rv,revelations,BO3,easter-egg-speedrun-under-46-08-restricted,Easter Egg in under 1:10:08 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":4208,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,4208
cmm86knzj01pdoepnkybe3d98,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-10-classic,No Power Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,10,null
cmm86ko4y01pnoepnmtgl0925,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-100-classic,No Power Round 100 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":100,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,100,null
cmm86ko6101ppoepnux720mqt,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-116-classic,No Power Round 116 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":116,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,116,null
cmm86ko7501proepngt16xmph,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-143-classic,No Power Round 143 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":143,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,143,null
cmm86ko0n01pfoepn8djanhys,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-20-classic,No Power Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,20,null
cmm86ko1r01phoepn7brseszy,cmlqchxe2001tacukamsga1rv,revelations,BO3,no-power-30-classic,No Power Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,30,null
